chain_name,name,address,latitude,longitude,phone,website,rating,total_ratings,price_level,business_status,opening_hours,google_maps_url,place_id,types,scraped_at
Cozy Coffee,Cozy Coffeehouse,"9XG3+69Q, Məhəmməd Hadi, Bakı, Azerbaijan",40.3757313,49.953477799999995,055 816 36 65,https://instagram.com/cozycoffee.shop?igshid=YmMyMTA2M2Y=,4.9,34,N/A,OPERATIONAL,Monday: 7:30 AM – 1:00 AM | Tuesday: 7:30 AM – 1:00 AM | Wednesday: 7:30 AM – 1:00 AM | Thursday: 7:30 AM – 1:00 AM | Friday: 7:30 AM – 1:00 AM | Saturday: 7:30 AM – 1:00 AM | Sunday: 7:30 AM – 1:00 AM,https://maps.google.com/?cid=18291360913140984765&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJncKpa6JjMEARvas7ttb31_0,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:35.728695
Cozy Coffee,"Concept Anti Cafe ""Cozy""","18 Cəfər Cabbarlı küçəsi, Bakı 1000, Azerbaijan",40.3808508,49.830286699999995,(012) 595 09 36,https://anticafeconcept.com/,4.9,1606,PRICE_LEVEL_MODERATE,OPERATIONAL,Monday: 10:00 AM – 10:30 PM | Tuesday: 10:00 AM – 10:30 PM | Wednesday: 10:00 AM – 10:30 PM | Thursday: 10:00 AM – 10:30 PM | Friday: 10:00 AM – 10:30 PM | Saturday: 10:00 AM – 10:30 PM | Sunday: 10:00 AM – 10:30 PM,https://maps.google.com/?cid=13841009634484787592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJGd-9LU19MEARiJk5BO4kFcA,"cafe, food, point_of_interest, establishment",2025-12-20T11:35:36.033800
Cozy Coffee,Zloy Coffee Narimanov,"16A Nazim Hajiyev, Baku 1033, Azerbaijan",40.400689299999996,49.872079799999995,051 601 19 19,https://www.instagram.com/zloy_coffee_baku/,4.9,356,N/A,OPERATIONAL,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,https://maps.google.com/?cid=10742777968292177732&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJK7yWWRJ9MEARRKfy_KQDFpU,"coffee_shop, cafe, food_store, wholesaler, store, food, point_of_interest, establishment",2025-12-20T11:35:36.639524
Cozy Coffee,Benjamin Coffee Roastery,"182A Fətəli Xan Xoyski, Bakı 1010, Azerbaijan",40.4049803,49.8677716,010 265 85 35,N/A,4.9,16,N/A,OPERATIONAL,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,https://maps.google.com/?cid=11985126286498634015&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJTcVLF_x9MEARH5nyjtu4U6Y,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:36.944717
Cozy Coffee,Cozy Coffee,"335A Xudu Mammadov, Bakı 1033, Azerbaijan",40.371014699999996,49.957188699999996,050 227 22 36,https://www.instagram.com/cozycoffee.shop/,4.6,18,N/A,OPERATIONAL,Monday: 7:30 AM – 1:00 AM | Tuesday: 7:30 AM – 1:00 AM | Wednesday: 7:30 AM – 1:00 AM | Thursday: 7:30 AM – 1:00 AM | Friday: 7:30 AM – 1:00 AM | Saturday: 7:30 AM – 1:00 AM | Sunday: 7:30 AM – 1:00 AM,https://maps.google.com/?cid=17946971059679716152&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJrS-tO1BlMEAROONsdhdzEPk,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:37.249068
Cozy Coffee,Coffee Baku,"25C Əhməd Rəcəbli, Bakı 1075, Azerbaijan",40.4113109,49.861697,099 881 00 08,N/A,4.6,10,N/A,OPERATIONAL,Monday: 8:00 AM – 11:30 PM | Tuesday: 8:00 AM – 11:30 PM | Wednesday: 8:00 AM – 11:30 PM | Thursday: 8:00 AM – 11:30 PM | Friday: 8:00 AM – 11:30 PM | Saturday: 8:00 AM – 11:30 PM | Sunday: 8:00 AM – 11:30 PM,https://maps.google.com/?cid=14266833272094395634&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJi3kWYJl9MEAR8gzppEX5_cU,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:37.554262
Cozy Coffee,Zloy Coffee,"71 Neftçilər Prospekti, Bakı, Azerbaijan",40.36159,49.834611699999996,051 601 19 19,https://www.tiktok.com/@zloy_coffee_baku?_t=ZS-8trjutLvlXl&_r=1,4.9,131,N/A,OPERATIONAL,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,https://maps.google.com/?cid=6113215212208600492&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ8dFEdAB9MEARrDU1p9iA1lQ,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:37.856899
Cozy Coffee,Coffee Go Atatürk,"47 Atatürk prospekti, Bakı, Azerbaijan",40.411897,49.8461054,N/A,N/A,4.9,15,N/A,OPERATIONAL,Monday: 8:00 AM – 12:30 AM | Tuesday: 8:00 AM – 12:30 AM | Wednesday: 8:00 AM – 12:30 AM | Thursday: 8:00 AM – 12:30 AM | Friday: 8:00 AM – 12:30 AM | Saturday: 8:00 AM – 12:30 AM | Sunday: 8:00 AM – 12:30 AM,https://maps.google.com/?cid=973282307536118507&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJexq6aDSHMEAR6-LcHhrLgQ0,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:38.162071
Cozy Coffee,Coffee Museum,"56 Cəfər Cabbarlı küçəsi, Bakı, Azerbaijan",40.3851243,49.8286351,070 447 27 47,N/A,5,20,N/A,OPERATIONAL,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,https://maps.google.com/?cid=10183871274183360071&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJe_GXbwB9MEARR_4AqPdgVI0,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:38.463970
Cozy Coffee,Coffee Go,"Ismayil, 30 Hidayetzade, Bakı, Azerbaijan",40.3955653,49.870256499999996,077 272 24 27,N/A,4.7,19,N/A,OPERATIONAL,Monday: 8:00 AM – 1:00 AM | Tuesday: 8:00 AM – 1:00 AM | Wednesday: 8:00 AM – 1:00 AM | Thursday: 8:00 AM – 1:00 AM | Friday: 8:00 AM – 1:00 AM | Saturday: 9:00 AM – 1:00 AM | Sunday: 9:00 AM – 1:00 AM,https://maps.google.com/?cid=12778337911354327279&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJmQSLP7B9MEAR74AuuqDGVbE,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:38.769149
Cozy Coffee,Fuzzy Coffee and Wine,"Jafar Jabbarli, Lotfi Zadeh Technology Center, Caspian Plaza, 44 17th floor, Baku 1065, Azerbaijan",40.385340299999996,49.828682199999996,050 275 00 30,N/A,4.1,101,N/A,OPERATIONAL,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,https://maps.google.com/?cid=16296480893244751923&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJFwlwnWN9MEARM0DLqge7KOI,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:39.070392
Cozy Coffee,CoffeeLea Ataturk,"65 A Atatürk prospekti, Bakı, Azerbaijan",40.411318,49.8468184,051 375 51 56,https://coffeelea.com/,4.9,303,N/A,OPERATIONAL,Monday: 8:00 AM – 1:00 AM | Tuesday: 8:00 AM – 1:00 AM | Wednesday: 8:00 AM – 1:00 AM | Thursday: 8:00 AM – 1:00 AM | Friday: 8:00 AM – 1:00 AM | Saturday: 8:00 AM – 1:00 AM | Sunday: 9:00 AM – 1:00 AM,https://maps.google.com/?cid=10883022106816672457&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJl_OVlNCHMEARyfKHB_JCCJc,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:39.370845
Cozy Coffee,Gilli Pottery & Coffee,"5 Azərbaycan Prospekti, Bakı 1005, Azerbaijan",40.3706349,49.8340804,051 516 68 88,https://www.instagram.com/gilli.coffee?igsh=MXZtcTQxM2M0NDdoZw==,4.6,103,N/A,OPERATIONAL,Monday: 8:30 AM – 11:00 PM | Tuesday: 8:30 AM – 11:00 PM | Wednesday: 8:30 AM – 11:00 PM | Thursday: 8:30 AM – 11:00 PM | Friday: 8:30 AM – 11:00 PM | Saturday: 8:30 AM – 11:00 PM | Sunday: 8:30 AM – 11:00 PM,https://maps.google.com/?cid=1865605776788458173&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ6Z8mmK59MEARvYpk0JH24xk,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:39.676022
United Coffee Beans,United Coffee Beans,"32 Xocalı prospekti, Bakı, Azerbaijan",40.382664,49.873494099999995,051 501 11 25,https://www.ucb.az/az,4.9,169,N/A,OPERATIONAL,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,https://maps.google.com/?cid=5435219959548525248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJMc_4KsN9MEARwLoAlcHHbUs,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",2025-12-20T11:35:40.612566
United Coffee Beans,United Coffee Beans,"B.Britaniya səfirliyinin yaxınlığı, 26/32 Xaqani Küçəsi, Bakı 1000, Azerbaijan",40.375053799999996,49.8506808,051 777 11 25,https://www.ucb.az/az#ucb,4.7,149,N/A,OPERATIONAL,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,https://maps.google.com/?cid=11042273134784054518&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJCQiFGYt9MEAR9oSkX-kIPpk,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",2025-12-20T11:35:40.915565
United Coffee Beans,United Coffee Beans,"Bəkir Çobanzadə, Bakı, Azerbaijan",40.412305499999995,49.930228299999996,051 510 11 25,https://www.ucb.az/,5,26,N/A,OPERATIONAL,N/A,https://maps.google.com/?cid=17669156684009192298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJISqaAxtjMEARajsWj2N0NfU,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",2025-12-20T11:35:41.220757
Coffee Lea,Coffeelea Statistika,"Basti Baghirova, Bakı, Azerbaijan",40.3844472,49.825544799999996,051 636 71 56,https://coffeelea.com/,4.8,593,N/A,OPERATIONAL,Monday: 8:00 AM – 1:00 AM | Tuesday: 8:00 AM – 1:00 AM | Wednesday: 8:00 AM – 1:00 AM | Thursday: 8:00 AM – 1:00 AM | Friday: 8:00 AM – 1:00 AM | Saturday: 8:00 AM – 1:00 AM | Sunday: 8:30 AM – 1:00 AM,https://maps.google.com/?cid=9118141167771198421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJJTpn1rZ9MEAR1SPeBBUlin4,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:43.700800
Coffee Lea,CoffeeLea Belvedere,"103 İsmayılbəy Qutqaşınlı, Bakı 1006, Azerbaijan",40.3704524,49.8206132,051 356 51 56,https://coffeelea.com/,4.9,86,N/A,OPERATIONAL,Monday: 8:30 AM – 1:00 AM | Tuesday: 8:30 AM – 1:00 AM | Wednesday: 8:30 AM – 1:00 AM | Thursday: 8:30 AM – 1:00 AM | Friday: 8:30 AM – 1:00 AM | Saturday: 9:00 AM – 1:00 AM | Sunday: 8:30 AM – 1:00 AM,https://maps.google.com/?cid=14607302175942628491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJRRg-eEJ9MEARi9TZq--Pt8o,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",2025-12-20T11:35:44.003714
